Dataset Name,Algorithm Name,Cross Validation,Hyperparameters Values,Accuracy,TPR,FPR,Precision,AUC,PR Curve,Training Time,Inference Time
conn-bench-sonar-mines-rocks,VAT,9,"{'net__criterion__VAT_eps': 1.529111224209254, 'net__criterion__alpha': 1.2742336894342166, 'net__lr': 0.004615888288943831}",0.9,0.8888888888888888,0.09090909090909091,0.898989898989899,0.9898989898989898,0.9810403993786683,4s,27981ms
conn-bench-sonar-mines-rocks,VAT,10,"{'net__criterion__VAT_eps': 2.0897663659937935, 'net__criterion__alpha': 0.9236547993389047, 'net__lr': 0.006494351719359896}",0.85,0.8888888888888888,0.18181818181818182,0.8500000000000001,0.9595959595959596,0.9559087470771328,4s,31252ms
conn-bench-vowel-deterding,VAT,1,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.8080808080808081,0.8080808080808081,0.01919191919191919,0.8317460317460317,0.9902356902356902,0.9219272182930455,17s,15627ms
conn-bench-vowel-deterding,VAT,2,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.8787878787878788,0.8787878787878789,0.012121212121212121,0.8892791551882461,0.9945005611672277,0.9429254309363635,17s,26980ms
conn-bench-vowel-deterding,VAT,3,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.9494949494949495,0.9494949494949495,0.005050505050505051,0.9535353535353536,0.9964085297418631,0.9732377946806295,17s,26981ms
conn-bench-vowel-deterding,VAT,4,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.8282828282828283,0.8282828282828283,0.01717171717171717,0.8714770078406442,0.9982042648709315,0.9314846409640731,17s,31251ms
conn-bench-vowel-deterding,VAT,5,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.8787878787878788,0.8787878787878788,0.012121212121212121,0.8897102897102898,0.9905723905723904,0.9246729953465286,17s,30977ms
conn-bench-vowel-deterding,VAT,6,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.9292929292929293,0.9292929292929294,0.007070707070707071,0.9464081373172282,0.9965207631874299,0.9584757053060444,17s,26980ms
conn-bench-vowel-deterding,VAT,7,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.8181818181818182,0.8181818181818182,0.018181818181818184,0.8559704184704184,0.9958473625140293,0.9159740872787003,17s,31250ms
conn-bench-vowel-deterding,VAT,8,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.8888888888888888,0.8888888888888888,0.011111111111111112,0.9057515716606627,0.9968574635241302,0.9609260110282095,17s,45967ms
conn-bench-vowel-deterding,VAT,9,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.8585858585858586,0.8585858585858586,0.014141414141414142,0.8754891573073391,0.9921436588103254,0.9367776031613352,17s,15624ms
conn-bench-vowel-deterding,VAT,10,"{'net__criterion__VAT_eps': 1.1742585994030814, 'net__criterion__alpha': 0.5202183974403257, 'net__lr': 0.008342936470924586}",0.8585858585858586,0.8585858585858586,0.014141414141414139,0.8880165289256198,0.9942760942760944,0.9555413056194773,17s,31250ms
fertility,VAT,1,"{'net__criterion__VAT_eps': 2.0976270078546495, 'net__criterion__alpha': 1.2151893663724196, 'net__lr': 0.006067357423109275}",0.9,0.0,0.0,0.45,0.0,0.7107873851294905,2s,15626ms
fertility,VAT,2,"{'net__criterion__VAT_eps': 2.3042065400033778, 'net__criterion__alpha': 0.931418435433974, 'net__lr': 0.008975811298925523}",0.9,0.0,0.0,0.45,0.0,0.7107873851294905,2s,31254ms
fertility,VAT,3,"{'net__criterion__VAT_eps': 2.0976270078546495, 'net__criterion__alpha': 1.2151893663724196, 'net__lr': 0.006067357423109275}",0.9,0.0,0.0,0.45,0.33333333333333337,0.8654732726423903,2s,31251ms
fertility,VAT,4,"{'net__criterion__VAT_eps': 2.450508559639281, 'net__criterion__alpha': 1.0013243819267021, 'net__lr': 0.009565227983759916}",0.9,0.0,0.0,0.45,0.8888888888888888,0.9720202020202019,2s,31251ms
fertility,VAT,5,"{'net__criterion__VAT_eps': 2.0976270078546495, 'net__criterion__alpha': 1.2151893663724196, 'net__lr': 0.006067357423109275}",0.9,0.0,0.0,0.45,0.6666666666666667,0.9345757020757021,2s,15626ms
fertility,VAT,6,"{'net__criterion__VAT_eps': 1.875174422525385, 'net__criterion__alpha': 1.3917730007820799, 'net__lr': 0.00964026132896019}",0.9,0.0,0.0,0.45,1.0,0.9904545454545454,2s,15625ms
fertility,VAT,7,"{'net__criterion__VAT_eps': 2.3042065400033778, 'net__criterion__alpha': 0.931418435433974, 'net__lr': 0.008975811298925523}",0.9,0.0,0.0,0.45,0.8888888888888888,0.9720202020202019,2s,15624ms
fertility,VAT,8,"{'net__criterion__VAT_eps': 2.0897663659937935, 'net__criterion__alpha': 0.9236547993389047, 'net__lr': 0.006494351719359896}",0.9,0.0,0.0,0.45,1.0,0.9904545454545454,2s,31250ms
fertility,VAT,9,"{'net__criterion__VAT_eps': 2.0976270078546495, 'net__criterion__alpha': 1.2151893663724196, 'net__lr': 0.006067357423109275}",0.8,0.0,0.0,0.4,0.5,0.8081075827767005,2s,31248ms
